exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty,image_source,folder_source
TNPSC,2023,No,"147,   is the thought   in terms of . social, educational and psychological well being among various communities, (A) Communal harmony ; (B , ational integration (C) : Women empowerment (D) Community health ) (E) Answer not known udCaupy scppmutingysBeo Cusine, Fs, Sdeil wpmid aoreawed peo oma : Qs ime S\pgener   eramtsu@ub. (A) sepsmus parcSlearéetb B) Cs8w eGtidmantiy (C) Quainsér panGenpp ; - A (D) sqppmu Bab (E) Men Asfuclaenc   CCS4T/2022     56 : - uw",74,Mathematics,Arithmetic,Understand,Very Hard,page_30.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,(A) (B) (C) (D)   GgAlus eetym  él pret   Eid.   A)   @B),11,General Studies,General,Understand,Easy,page_31.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,8) © (C) @) 24th December 24th August Wa April 24th September   (E) Answer not known eibuit 24 apacvr. 24 guge,21,General Studies,General,Understand,Medium,page_31.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"National Panchayat Raj Day is observed on True righteous/virtuous life consists’ in the avoidance of four things, what are they? (AWFealousy, Ambitiousness, Anger, Unwanted Abusive Words   (B) Aram, Porul, Inbam, Veedu     (E) Answer not known “Bapécem Qwietmgs pb”   erenes? (A) (D) (E) AWSsery, Haut, Cause, QerenéGenad Bib, Gumapet, Bests, Ai . DALES, BSEUIASH, ASH, s1en08) lan Gefuailerena ~(C)  Enjoy, Sound, Laugh, Peace (D) Lust, Anger, Doubt and Action “Emloid, Gleugefl, owes, chlenest CCS4T/2022   [Turn over",75,Indian Polity,Constitution of India,Apply,Very Hard,page_31.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Kuylli .   Pulithevar ss 4, Muthu Vaduga Nathar  . Kalaiyaarkovil Battle (A). land 3 are correct     B) Land 2 are correct (C) 2and3arecorrect   (D¥2 and 4 are correct (E) Answer not known     fuer 1 Qoromaciers Gpitay Ces.",37,General Studies,General,Understand,Hard,page_32.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,@égia@sprsit = Sreerumr Canale Cunt (A) loppd3ef   (BB) Lvpp 2 af (8) 2 ppd 3 aff : QD) 2 wppw 4 ef (E) Sev AgMuschlérene .,26,General Studies,General,Understand,Medium,page_32.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,How does Valluvar compare the wealth of a wise. man?   (AM Tank brimming with water (B) Ocean (C) River (D). Lake (E) Answer not known   QjA@IeLw Qsdreutd * SySTUsHOGH LucuBaie QUGT (HOUT apGanr@. QuaGAsomit? (A) Dat (1h 66 ne GB) SLa © sam Ce (D) af (E) Aer Asiucldce,49,Geography,Physical Geography,Understand,Hard,page_32.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,152. - is not a part of the Tamilnadu’s First Multi-Modal Logistics Park.   (A) Chennai Port Authority mn (s)) Tamilnadu Industrial Development Corporation (C) National Highways Logistics Management Limited .  .. (DMChennai Metropolitan Developmental Authority -,36,Tamil Nadu Studies,Tamil Language & Literature,Create,Hard,page_33.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(E) Answer not known SUPE Get CpgaTaig, UdCpaarud s7sGU Guns eeinégic! wiiaalie Henin IDEs Agsmitty Qaeno. (A) Gedreneng BOP Eps HPSid   -B) sMipsr@ Gsmfle quenteA Bigrarcm (©) Cpaverd evanGardv aomrgilcivig dicta Cueva 6 MOLL (D) Ascramen GuGpsy aartsAs Gap (E) lar Asfuclaene The Winner of “J nanpith award” for the year 2021 was. (a)WDamodar Mauzo , - . (B) Krishna Sobti (C) Amitav. Ghosh eo -@) Nilmani Phookan (E) Answer not known   20211 guid <a,eirg barren “eran. <Agers"" Gassnpaut wii?   (A) snGongt QoerGer ®) Aegean Garis) (C) ssa Garay tS @) Hladowel Laser , (E) Slant Asfwueileena   69) : : CCS4T/2022 .   [Turn over",104,Current Affairs,National Current Affairs,Understand,Very Hard,page_33.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"* 154, The three articles which were amended by the Parliament of India to ; restore State’s power to make their own OBC lists are , (A) 334, 342A and 366 (B) 3388, 341 and 363 (C3388, 349A and 366 (() 333, SHA and 362 (E) Answer not known @sr pur “eugcidentt LIL Ig Wee) womflertisGer sume ew aiplamysong . Suspense Ops BILME WENpsS HD AsnainG eguuLL FLL - BOSE. Speen Peary sijsen0i1y4s SaQsenang BGEBUB- w 834, 4 342A wig 366 (B)   338B, 34 Lomb 363 (C) 338B, 3424 opp 366 ©) 333, B41A Losgyib 362 , (E) ; flan Agifiuiesldvenay . Cos4T/2022 - Se ee ae",107,Indian Polity,Constitution of India,Remember,Very Hard,page_34.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"155. Which of the following statements ¢ are ° true? (i) CDRI   Central. Drug Research Institute has ‘developed an indigenous RT   PCR diagnostic kit “Om” for testing the Omicron Variant of Corona Virus. ; (ii) Om is the first kit made by any government institution for specific - testing of Omicron.       (iii) Om is the third to be made indigenously for specific testing of Omicron (Corona Virus). . (A) () and (ii) only m(:)) di and (111) only (C) @) and (iii) only DM), Gi) and (ii) "" (E) Answer not known Spasmgpd aundsBusrusaten cranu@luidranmib aft? 6) ~wé8lu wGes ayymtisA lgieuemid CDRI @anGyrenn - emaunadér gener : lormium en Cansies 2 arp GeoGu “Om” ergpid aiintaiieedl sai slay ape 2 Geanéssluyerorgy. Gi) Quilégrefler -   MIL Corpererbs orbs eo As Apeuessrea 2 (HOUTESULILL (PSO soa “Om   (iii) 2 @TiTi tg GaGu suinfocLicL parprarg @anG@yrenn saucy Gengenen . 558) “Om” :   (A) @) wig Gi) ow @o (B) Gi) wpgu Gii) wr @w (C) @ opi Gii) or @b (D) Q), (11) wm (iii) sioner 5D : (LE) Sar Asfuciledena op   7 7)    CCS4T/2022 oO , [Turn over",186,General Studies,General,Remember,Very Hard,page_35.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"156. ‘Three rivers in Peninsular India that runs from east to west are (A) Mahanadi, Godavari and Krishna  -(B) Krishna, Narmada and Tapti   : (C)WNiarmada, Tapti and Mahi -. @) Mahi, Mahanadi and Godavari   (E) Answer not known   , . Suspu Oisu ansche ApsAd QHb5 CoHG prea LITUJLD PET)  ,MIact (A) warpé, Gargmeuf Logd Acpagewrrr-     B). AGegenrn, pines oppo sus  (C). pies, suf whprd wrap @) uorapl, oanpg Logi Gangreuf (@). clei. Agifuiehérenes",73,Geography,Physical Geography,Understand,Very Hard,page_36.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Identify the correct pairing. oo   (A) ""Nucleoside ~ Nitrogen base + phosphate (B) Pyrimidines   Cytosine and sugar - (0 rines   Adenine and Guanine , ~Q@) Nucleotide   Nucleoside + sugar   (E) Answer not known / sflumen Genestenud soir G9q.   (A) slysefGurens@ - GOBLTgQeT sg + UinevGu.  -@B) GADigéradt   ens Cinder Log sitéeony (CC) DypMeracr   sg. encrer wibgid Geureercr (D) AwgsaiCuren@ - PuyseACusneneG + siéEoOT (BE) aBleo Qpfiuctidene CCS4T/2022 ee",68,General Studies,General,Remember,Very Hard,page_36.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,158. The gas present in the pores of soft finely stratified sedimentary rock is (A)¥ Shale gas = “(B) Gobar gas (C) Water gas   (D) Oxygen gas (E) Answer not known Aperenowret siete Lumen 2GSEsafr gianarsaf 2 citer qimujoMer Guwit erento?   . (A) Case   eum a (B) Gsnuit eur (C) Sit eumy : (DD) a eAaper aumuy (E) Alea Aswueilerenes - 159: Match the class of compound with it functional group - Compound . Functional group   (a). Alcohol,78,General Studies,General,Understand,Very Hard,page_37.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"oT   @) Carboxylic acid 4 ,   (@ 6 © @d - (A).",12,General Studies,General,Understand,Easy,page_37.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"«1 3 4 @2 8 1 4 (C) 3 2 4 1 DWF 3 4 «1 (E) Answer not known   HL OU Gumgener sige cflenens Apne @eron sal  OUIGLT Ee ener) Asred / (a) Besant   1.. -COOH   a (b) {oyoanG   2 -OH, l (©: &Giner",45,General Studies,General,Understand,Hard,page_37.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,~-CHO oo (d) ariuméeNAs sob -- 4:   T   . (@) 0) @ @ yr   (B). 2: 3 1,18,General Studies,General,Understand,Medium,page_37.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,4 1 @2 3 4 «21 (E) ler Ags fueadene   oh 0 - BB Cosstisuns [Turn over,17,General Studies,General,Understand,Medium,page_37.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"160. In Automobile service stations, the vehicles are lifted upward using the Hydraulic Lift, which works based on ~ (A) Newton’s First law , (B) Newton’s Second law (CMPascal’s law (D) All the above (KE) Answer not known GUTEeTMsEET LWPS! UMTEGId vienfllomeaaila ainsorhsemen 2 wiss orbs cpr AGMUEOLUIG BuskiGwd Hilwued 2-witéSlaatr LWSTUHSSLULI Mery oor ? (A) Pycratar epg Ad (B) Aywcreafler Byer md AH (C) urcvad oS)     (D) Gupaem sencrsgytb -{E) Meow AgAwehlaena",73,Science & Technology,Physics,Understand,Very Hard,page_38.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Which of the following Equation for force is incorrect? (A) F=mxa (BYP = APxt ©) r=* (E) Answer not. known Sipsargpiid serumha@per org) Slenséarren sipeimg e060? (A) F=mxa   (B) F=APxt   (C Fa me=4) (D) F=42 t (KE) Ala Agsfucladenc CCS4T/2022.,40,General Studies,General,Understand,Hard,page_38.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,162. Match the adulterants of the food : (a) Hydrogen peroxide . l. Shiny appearance (b) Foodcolours,17,General Studies,General,Understand,Medium,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Ripen Bananas , (d)) Carnauba Wax @ & © @ (A) 1 38 4 (BMS 3 4 (C) 3 4 1 (D)",22,General Studies,General,Understand,Medium,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,1 2 (E) Answer not known oOo Nn  -& ND   Sipseoim SOLILIL Sens 2orrGour) Qionarr Asis. (a) manjger GuytéeevG,19,General Studies,General,Understand,Medium,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"‘Luseniogs Garbo - (d) smiGerrnun Gn 4, curenpcuipsangi Lu(Lpaes lied   @ ®© ©.@~ (A) 1 8 4°",17,General Studies,General,Apply,Medium,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,(B) 2 38 4° «1 (3 4 1 2 ©) 4 #1,12,General Studies,General,Understand,Easy,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,38 (Ber Qsfusleoee a - a - 65 : eesai2022 [Turn over,12,General Studies,General,Understand,Easy,page_39.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,104. Cancer of the epithelial cells is called . (A) Leukemia a -. (B) Sarcoma   (C)WCarcinoma @) Lepoma : (E) Answer not known   ori N§oSlused Geada UpoGpmis 2 panarspe rer Quit. (A) aréGamrduir -(B) sntéGamon   (C) smAGernmor (D) sGumon (E) Sen @gsfucldoea,42,Science & Technology,Physics,Apply,Hard,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,N Match the following :   National Parks   } States (a) Gir National Park '.,14,Geography,Physical Geography,Remember,Easy,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Gujarat (d) Ranthambore National Park 4, Uttarakhand (2) () © @)   (A) 3 < 1 2 (@) 4 2 1 (cM 2 1 (D) 3- 2 1 4 (E) Answer not known Gum GSE.     .   - GgAut yer     womflevib 7 (a) Ar GsAud yma",44,Geography,Physical Geography,Understand,Hard,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Qymegcvgirest (b) smi@uc. GgAwes yer 2.) piriteciom   ©) Orngd&s CzAws yee,11,General Studies,General,Understand,Easy,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"GRITS (d) Qobsbyt CsAwe dyer 4, a ssyencio ~ (2) (6) © @-. (A) 3 4 1 2 (B) 4 38 62 1 (C)",24,General Studies,General,Understand,Medium,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(D) 3 2 1 4 @®) Alen ~ Gpfuslcrens ‘CCS4T/2022 ""gg",11,General Studies,General,Understand,Easy,page_4.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"(d) Dheeran Chinnamalai Thirupathur Fort @ 6 © @ @M 1 = =4~  «2 @®3 4 1: 2 (C) 3 4 2: 4 M4 1 383 2 , (E). Answer not known Quneéee : - (a) Aevscigworfiwienmt 1 supsmp Gamer, )   BCL Qumbioér",43,General Studies,General,Understand,Hard,page_40.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Bra@mypbd , 4 (d) Sper Acree   . A@tusgnt Carteov. @ &® © @ @ 3 1 4 2 @) 3 4°21 2 () 3 1 2 4 © 4 1 3 2 ©) Ale Asfuceare CCS4T/2022 6",37,General Studies,General,Understand,Hard,page_40.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"164. Identify the wrong statement froin the 2 following. 165: (A) Shivaji’s Guardian was ‘Dadaji'Kondadev . (B). The coronation of Shivaji was celebrated with great splendour at Rajgosh (Mh hivaj’ s soldiers plundered § Surat in 1665 (DD) In 1674, Shivaji crowned himself by assuming the title of “Chatrapati” (E) Answer not known . &psacior euhmiar Saipan Taenyd Her Hs. (A) Aangiufer ungisnciot smn) Garein Ceci (B) Aan grQGaray Gam  enruled apy Geis Gane (CC) AaunshuIer usr cipiacr @jses 16650 GonDusmig cori ' CD) - 1674-Qe sSqud cred Guu crneuonn (E) ceo Apfiuscioene Choose the correct statements :",98,History,Ancient History,Remember,Very Hard,page_41.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,Bharathi edited a Tamil weekly ‘India’. “Which became the \ voice of the moderates,14,English Language,Grammar,Understand,Easy,page_41.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Chakravartini, Swadesamitran Newspapers: was edited   by . Bharathi JA, G. Subramaniya Iyer Published newspaper The Hindu . - (A) 1 and 2 only correct ~ (B) 1,2 and 8 only correct’ -(C). 2and 8 only correct   DWF3 and 4 only correct (E) Answer not known  -ShlwTet En MIsseners soir (Ole.",50,General Studies,General,Understand,Very Hard,page_41.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Abs uss Mseseu Goveflu out G. etigoonfuy egutr. (A) 1pm 2 WL @b af a @®) 1,2 wip 3 lot Gud ah (C) .2 wpm 3 ol @b eh (D) 2, 3 wbhmibd 4 wid eff (E) Sar Asfucldeea 67 - GES 47/2022 - '[Turn over",46,General Studies,General,Understand,Hard,page_41.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"166. Choose the correct statement:     . (i) The Palayakkarars system was in practice in the Kakatiya Kingdom. (ii) Puli Thevar recaptured Nerkattumseval in 1764 after the death of Khan Sahib. . (ii) Yusuf ‘Khan was negotiating with ‘the Palayakkarars, without - informing the company administration was charged with treachery and hanged i in 1764. . . (iv) Ondiveeran led one of the army units of Kattabomman. (A) (i), (ii) and (iv) are correct (BW, (ii) and (iii) are correct (©) Giii) and (iv) are correct (D) (i) and (iv) are correct .   . te (E). Answer not known eflusmen sa hanns Ggttey Qewweyed. (i) un@erwéangt apenp SrS5F HUI Cg pevapenpuder Gopss. (a) arent sr&lcuGe Qo Me cuGen UASG5ar Appel @uwb Gsaina 1764- -Qle& Ser Gb eosiLispplenmir.   (ii) sbQueA AramasSies SHOUD AOMSSMOD - umenerusdéesmyiresor   * Guéseumisengude FOUCL Ered yyecisnest giGyndi ren Gow swssciu@ 1764. Sfmt. GV) gatigefiger = s L Qumbwefler Leo tiAfeysafe gpertenys soosnGuido) app. sslonni.     (A) @, Gi) wpgnb (iv) gAuara sf (B) (i), (ii) wipnud Gii) a Auena af (C) Gii) wg Gv) aAluee af (D) @) wogud (iv) a48luionar aif (E) Aer Qpfuchaoca CCS4T/2022 a 68 og",190,Mathematics,Statistics & Probability,Remember,Very Hard,page_42.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"167. Read the following passage and answer ‘the item that follow. Your answer to this item should be based on the passage only. Passage The creation of the Swadeshi Steam Navigation Company marked a spectacular development in the history of the freedom movement. Eager to revive the naval tradition of the Tamils to provide practical training in ship building to the people and determined to challenge the British Monopoly of maritime traffic, V.O. Chidambaram announced his decision . in 1906 at Shiyali to create a Navigation Company. Which one of the following is best implied in the passage? (A) The steam Navigation Company earned a good income in those ~ days which marked an impressive development. (B). The creation of Swadeshi Steam Navigation Company stopped the - . British Monopoly of Maritime Trade. + (C) V.O. Chidambaram was dependent on taking any decision with - regard to Navigation Company affairs. O)\Mhe restoration of Tamils. Knowledge in the Naval tradition. was 1s  - the objective of the creation of Navigation Company. (E) Answer not known Gereuggib UsdHawes Ligdg Gerad Merril uslwaésay. Obs epi 2s use UsAulet Sg HUEOLuIed wi OGw BGs Cousin id. . uss ECSA cvietd CpailGaager Agrees Ser 2 (HhOuTsed S557 Quéssher cuponphle   x Spbyswren cuartsFlanwus GHlss5!- suilipitscflet SLLe sb uTbumWUses BLALOsGb QBpirassa vdsopsGs sUUd SiOagld peolc~aenpu Lua sl. AMssad. sad GunéSeaysslo MAL, qgeGurasHHG sard cilQaude ansunseayd ae. Agibdugd 1906 a afwnHule gw CpahilGaager Blprcucngang LHAUEGAUSHsran Fong) CPg.na ANAT Deraugecraud he cg USSule AnuuTHs SMI LIGADB? (A) cvieb CpclGaager Ameuenbd x1bgs BmL sefie pedo cugionen sens Frtg. WIG. . Qa Qw misésdengu cuortsFanwsd GHS5S- (B) &GsAl civielb CpallGaagesr sdauetuder 2 (Haurssid GLA avenh Be SRL gaGuragsons HysSwWs. (C) a2. Agibumd CpailGaagest Anouer Meusmpiisct Qpmtuns orbs (yma TOLIUAS wihpeutaaenrs sips Gps. DD) stud sl Mb unpoufugsHea sHipitaciier shlena BcO  GU GpaiGsager   . Ageueseang 2 Haunséursesr Gordan. (BE) Aer Agifluiafledrane mM , 69 CCS4T/2022 © oe [Turn over",317,Mathematics,Statistics & Probability,Apply,Very Hard,page_43.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,168. Match the correct classification of land during the Gupta period. (a) Kshetra (b) Khila (c) Aprakata (d) Vasti (a) (A) 1 (B) 4 (ME @) 3 (E). Answer not known b) 2 2 1 4 1 4 3 3 2 . Waste land Cultivable land   1 2,48,History,Ancient History,Understand,Hard,page_44.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Habitable land ;   . dungle land (qd), eusit srargslen Blevttisenar S&ipasain aubgér shlure Qunnsd Os. (a) Gsgsqr “(b) Bon (ce) aigasm (d) aucvgsl (a) ) @);i 2 4 2 ©O2 1 03 4 (E) Sar Asfudlome CCS4T/2022",37,General Studies,General,Understand,Hard,page_44.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"Which of the following statement: is/are correct about the NITI Ayog? - I. All Chief Ministers of. States except Union Territories with   legislature are part of Governing Council. II. The Prime Minister of India i is the Chairperson of the NITI Ayog. IIL. Finance Minister of India acts as Vice Chairman  @ Only II and III (BW Only I © Only] (D) Only I and II , (E) , Answer not known Apag sosppisatie 8 erGusmd Upp obes sD sflunengs? I, Sienensgi Lomble Egs@arta@pib, sLwénpib Gareir wyeaflwiest ‘QyGssniecr SAT Bod Epa sms uMssenpent. I. QpAwe Aysoi HS sGunsher smacutt gout “TL @QsAw ASwewésst genax smoagrs GeuduGApmi. (A) Topp II wc @w (B) Trg   ©. oe gw @) Toppa Toc ew (E) Bo Asfiuadaare mM oo es   ; CcssT/2022 a - ce [Turn over",133,Indian Polity,Constitution of India,Remember,Very Hard,page_45.png,TNPSC-Group-4-2023-General-Studies
TNPSC,2023,No,"170. Assertion (A): RBI controls the supply of money in the Economy. Reason (R): ‘It wants to stabilize exchange rate and ‘control inflation. , (A) (A) is false, (R) is true -(B). (A) is true but (R) is false (C) (A) is true, but (R) is not the correct explanation of (A) * oboth (A) and (R) are true, (R) is the correct explanation of (A) (E) Answer not known gajpmi (A) : Qpdu Alster amA srcige Gumgernsmy Lier euprusenerd   sc GUUOSE:@NB: , emgeatid (R) : Abhlu Qeernesenfl LMlestgsenen Adlgsens PeowtiuGssayd, ' (A) (B) (C) @). (E) LemSsas Sonos SI OUUGSSad ofl pibdydlpg. (A) seup; (R) af (A) aft; genre (R) sau (A) ef; s,erre (R) cratugy (A)hanent sfuner Mereside - ‘ (A) wm (R) Qn Gud efi, (R) cTeTLIg) (A)cAbaran sfuren aMorssLom Sid ele Csfwueileena CCS4T/2022   es , m",140,Indian Economy,Agricultural Economy,Apply,Very Hard,page_46.png,TNPSC-Group-4-2023-General-Studies
